Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"LEE, Mr Henry Reginald",1882,1965,29,Male,Victualling Crew,,,,Southampton,Scullion,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/f-martin.html
"LEE, Mr Herbert Henry",1894,1912,17,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-lee.html
"LEE, Mr Reginald Robinson",1870,1913,41,Male,Deck Crew,,,,Southampton,Lookout,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/reginald-robinson-lee.html
"LEFEBVRE, Mr Paul Georges",1876,1912,35,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,211,French,https://www.encyclopedia-titanica.org/titanic-victim/paul-georges-lefebvre.html
"LEONARD, Mr Matthew",1886,1912,25,Male,Victualling Crew,,,,Belfast,3rd Class Steward,LOST,,,"American, Irish",https://www.encyclopedia-titanica.org/titanic-victim/matthew-leonard.html
"LEVETT, Mr George Alfred",1886,1912,25,Male,Victualling Crew,,,,Belfast,Assistant Pantryman Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-alfred-levett.html
"LEWIS, Mr Arthur Ernest Read",1884,1973,27,Male,Victualling Crew,,,,Southampton,Steward,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/arthur-ernest-read-lewis.html
"LEWIS, Mr James",1871,1917,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-lewis.html
"LIGHT, Mr Charles Edward",1888,1912,24,Male,Victualling Crew,,,,Southampton,Plate Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-edward-light.html
"LIGHT, Mr Christopher William",1891,1912,20,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/christopher-william-light.html
"LIGHT, Mr W.",1865,1912,47,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-light.html
"LIGHTOLLER, Mr Charles Herbert",1874,1952,38,Male,Deck Crew Titanic Officers,,,,Belfast,2nd. Officer,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-herbert-lightoller.html
"LINDSAY, Mr William Charles",1881,1960,30,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-charles-lindsay.html
"LITTLE, Mr James",1863,,49,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-little.html
"LITTLEJOHN, Mr Alexander James",1872,1949,40,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alexander-james-littlejohn.html
"LLOYD, Mr Humphrey",1871,1912,41,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,57,English,https://www.encyclopedia-titanica.org/titanic-victim/humphrey-lloyd.html
"LLOYD, Mr William",1883,1912,29,Male,Engineering Crew Substitute Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-lloyd.html
"LOCKE, Mr Albert George",1879,1912,33,Male,Victualling Crew Substitute Crew,,,,Southampton,Scullion,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/a-locke.html
"LONG, Mr Frank",1880,1912,31,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-long.html
"LONG, Mr William",1876,1912,36,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-long.html
"LONGMUIR, Mr John Dickson",1892,1912,19,Male,Victualling Crew,,,,Southampton,Assistant Pantry Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-dickson-longmuir.html
"LOUGHRAN, Mr Joseph",1883,1950,29,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-loughran.html
"LOVELL, Mr John",1875,1912,37,Male,Victualling Crew,,,,Southampton,Grill Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-lovell.html
"LOWE, Mr Harold Godfrey",1882,1944,29,Male,Deck Crew Titanic Officers,,,,Belfast,5th. Officer,SAVED,14,,Welsh,https://www.encyclopedia-titanica.org/titanic-survivor/harold-godfrey-lowe.html
"LOWERY, Mr David",1880,1916,31,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/david-lowery.html
"LUCAS, Mr William Arthur",1886,1921,25,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,D,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-lucas.html
"LUCAS, Mr William Watson",1881,1944,31,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),SAVED,A,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-lucas-2.html
"LYDIATT, Mr Charles",1867,1912,45,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-lydiatt.html
"LYONS, Mr William Henry",1886,1912,25,Male,Deck Crew,,,,Southampton,Able Seaman,LOST,4,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/william-henry-lyons.html
"LYTLE, Mr Thomas",1881,,31,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-lytle.html
"LYTTLE, Mr James",1881,1975,30,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-lyttle.html
"MABEY, Mr John Charles",1888,1912,23,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-charles-mabey.html
"MACINTOSH, Mr Joseph",1851,1938,60,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-macintosh.html
"MACKIE, Mr George William",1877,1912,34,Male,Victualling Crew,,,,Southampton,2nd Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-william-mackie.html
"MACKIE, Mr William Dickson",1879,1912,32,Male,Engineering Crew,,,,Belfast,Junior 5th. Engineer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/william-dickson-mackie.html
"MAGILL, Mr John",1874,,37,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-magill.html
"MAJOR, Mr Thomas Edgar",1876,1912,36,Male,Victualling Crew,,,,Belfast,Bathroom Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-edgar-major.html
"MAJOR, Mr William James",1880,1960,32,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-james-major.html
"MANLY, Mr A.",1889,,23,Male,Victualling Crew Failed to Join Ship,,,,Southampton,Third Class Steward,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/manby.html
"MANN, Mr Joseph",1885,1955,26,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-mann.html
"MANN, Mr Samuel",1872,,40,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-mann.html
"MANTLE, Mr Roland Frederick",1871,1912,40,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/roland-frederick-mantle.html
"MARCH, Mr John Starr",1861,1912,50,Male,Victualling Crew Postal Clerk,,,,Southampton,Postal Clerk / Postman,LOST,,225,American,https://www.encyclopedia-titanica.org/titanic-victim/john-starr-march.html
"MARETT, Mr George John",1885,1912,26,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-john-marett.html
"MARKS, Mr James",1884,1912,27,Male,Victualling Crew,,,,Southampton,Assistant Pantryman Steward (1st Class),LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/j-marks.html
"MARRIOTT, Mr John William",1891,1912,21,Male,Victualling Crew,,,,Southampton,Assistant Pantryman Steward (1st Class),LOST,,2,English,https://www.encyclopedia-titanica.org/titanic-victim/j-marriott.html
"MARSH, Mr Frederick Charles",1872,1912,39,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,268,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-charles-marsh.html
"MARTIN, Mr John",1879,1951,33,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-martin.html
"MASKELL, Mr Leopold Adolphus",1887,1912,25,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/leopold-adolphus-maskell.html
"MASON, Mr Frank Archibald Robert",1880,1953,32,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frank-archibald-robert-mason.html
"MASON, Mr J.",1873,1912,39,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-mason.html
"MASSEY, Mr James",1874,,37,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-massey.html
"MATHERS, Mr John",1887,1945,24,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mathers.html
"MATHERSON, Mr David",1879,1912,33,Male,Deck Crew,,,,Southampton,Able Seaman,LOST,,192,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/david-matherson.html
"MATHIAS, Mr Montague Vincent",1883,1912,29,Male,Deck Crew,,,,Southampton,Mess Steward,LOST,,,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/montague-vincent-mathias.html
"MATTMANN, Sig. Adolf",1891,1912,20,Male,Restaurant Staff,,,,Southampton,Ice Man,LOST,,,Swiss,https://www.encyclopedia-titanica.org/titanic-victim/adolf-mattmann.html
"MAUGé, Mr Paul Achille Maurice Germain",1887,1971,25,Male,Restaurant Staff,,,,Southampton,Kitchen Clerk,SAVED,,,French,https://www.encyclopedia-titanica.org/titanic-survivor/paul-achille-maurice-germain-mauge.html
"MAWHINNEY, Mr John",1855,1918,57,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mawhinney.html
"MAXWELL, Mr John",1882,1912,29,Male,Deck Crew,,,,Belfast,Carpenter / Joiner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-maxwell.html
"MAXWELL, Mr William",1873,,39,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-maxwell.html
"MAY, Mr Arthur William",1890,1912,22,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-may.html
"MAY, Mr Arthur William",1852,1912,59,Male,Engineering Crew,,,,Southampton,Fireman Messman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-william-may.html
"MAYES, Mr William",1883,1926,29,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-mayes.html
"MAYNARD, Mr Isaac Hiram",1880,1948,31,Male,Victualling Crew,,,,Belfast,Entrée Cook,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/isaac-hiram-maynard.html
"MAYO, Mr William Peter",1884,1912,27,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,177,English,https://www.encyclopedia-titanica.org/titanic-victim/william-peter-mayo.html
"MAYTUM, Mr Alfred",1859,1912,53,Male,Victualling Crew,,,,Belfast,Chief Butcher,LOST,,141,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-maytum.html
"MAYZES, Mr Thomas Jubilee",1887,1928,25,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/thomas-mayzes.html
"MCALLISTER, Mr Daniel",1883,1922,29,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/daniel-mcallistor.html
"MCALLISTER, Mr Hugh",1872,1939,39,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/hugh-mcallister.html
"MCANDREW, Mr Thomas Patrick",1874,1912,38,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-mcandrew.html
"MCANDREWS, Mr William",1889,1912,23,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,,https://www.encyclopedia-titanica.org/titanic-victim/william-mcandrews.html
"MCANESPIE, Mr James",1860,1931,52,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-mcanespie.html
"MCARTHUR, Mr James",1880,1942,32,Male,Engineering Crew,,,,Belfast,Fireman,,,,Scottish,https://www.encyclopedia-titanica.org/titanic-biography/james-mcarthur.html
"MCATEER, Mr John",1875,1948,37,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mcateer.html
"MCBARTY, Mr Thomas",,,,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-mcbarty.html
"MCCARRON, Mr David John",1878,1918,33,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/david-mccarron.html
"MCCARTHY, Mr William",1863,1932,48,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,4,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/william-mccarthy.html
"MCCARTNEY, Mr John",1863,,49,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mccartney.html
"MCCARTY, Mr Frederick James",1873,1912,38,Male,Victualling Crew,,,,Southampton,Bedroom Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-mccarthy.html
"MCCASTLIN, Mr William",1883,1912,28,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/w-mccastlin.html
"MCCAWLEY, Mr Thomas W.",1876,1912,36,Male,Victualling Crew,,,,Belfast,Gymnasium Steward,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-mccawley.html
"MCDONALD, Mr Daniel",1884,1915,28,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/daniel-mcdonald.html
"MCDONALD, Mr George",1882,,30,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/george-mcdonald.html
"MCELROY, Mr Hugh Walter",1874,1912,37,Male,Victualling Crew,,,,Southampton,Purser,LOST,,157,English,https://www.encyclopedia-titanica.org/titanic-victim/hugh-walter-mcelroy.html
"MCENTEE, Mr Charles Edward",1872,1940,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/charles-mcentee.html
"MCERLEAN, Mr John",1860,1915,51,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mcerlean.html
"MCGANN, Mr James",1882,1918,29,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/james-mcgann.html
"MCGARVEY, Mr Edward Joseph",1878,1912,34,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-joseph-mcgarvey.html
"MCGAW, Mr Erroll Victor",1882,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/eroll-mcgaw.html
"MCGAW, Mr Samuel",1877,1961,34,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-mcgaw.html
"MCGEE, Mr Patrick",1879,,33,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/patrick-mcgee.html
"MCGEE, Mr Samuel",1864,,48,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-mcgee.html
"MCGILL, Mr Thomas",1883,,29,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-mcgill.html
"MCGIVERN, Mr Henry",1871,,41,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/henry-mcgivern.html
"MCGIVERN, Mr Thomas",1869,,43,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-mcgivern.html
"MCGONIGAL, Mr William",1857,,55,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/w-mcgonagal.html
"MCGOUGH, Mr Francis",1886,1956,25,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/frank-mcgough.html
"MCGOUGH, Mr George Francis 'Paddy'",1875,1940,36,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/george-francis-mcgough.html
"MCGOWN, Mr Barney",1869,,43,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/barney-mcgown.html
"MCGRADY, Mr James",1885,1912,27,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,330,Irish,https://www.encyclopedia-titanica.org/titanic-victim/james-mcgrady.html
"MCGREEVY, Mr Richard",1886,1913,25,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/richard-mcgreevy.html
"MCGROGAN, Mr John",1861,1933,51,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mcgrogan.html
"MCILROY, Mr Bernard",1885,1961,26,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/barney-mcilroy.html
"MCILROY, Mr James",1866,,45,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-mcilroy.html
"MCILROY, Mr Robert David",1887,,24,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-mcilroy.html
"MCILROY, Mr William",1872,,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-mcilroy.html
"MCILWAINE, Mr James",1887,,25,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-mcilwaine.html
"MCINERNEY, Mr Thomas",1873,1912,38,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-mcinerney.html
"MCINTYRE, Mr William",1890,1965,21,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-mcintyre.html
"MCKAY, Mr Charles Donald",1882,1956,30,Male,Victualling Crew,,,,Belfast,Saloon Steward,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-donald-mckay.html
"MCKENNA, Mr Barney",1880,1922,32,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/barney-mckenna.html
"MCKENNA, Mr Patrick",1872,,40,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/patrick-mckenna.html
"MCKINNEY, Mr Peter",1874,1928,37,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/peter-mckinney.html
"MCKINSTRY, Mr Charles Frederick",1871,1929,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/charles-mckinstry.html
"MCMICKEN, Mr Arthur",1885,1958,26,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/arthur-mcmicken.html
"MCMICKEN, Mr Benjamin Tucker",1891,1912,21,Male,Victualling Crew,,,,Belfast,Second Pantry Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/benjamin-tucker-mcmicken.html
"MCMILLEN, Mr Samuel",1883,1973,28,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-mcmillen.html
"MCMILLEN, Mr Thomas",1857,,55,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-mcmillen.html
"MCMILLEN, Mr William John",1876,1956,36,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-mcmillen.html
"MCMULLAN, Mr Patrick",1882,,30,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/patrick-mcmullan.html
"MCMULLAN, Mr Richard",1892,1951,19,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/mcmullan-richard.html
"MCMULLAN, Mr William",1872,,40,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-mcmullan.html
"MCMULLIN, Mr John Richard",1876,1912,36,Male,Victualling Crew,,,,Belfast,First class saloon steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-mcmullin.html
"MCMURRAY, Mr William",1868,1912,44,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-mcmurray.html
"MCQUILLAN, Mr William",1886,1912,26,Male,Engineering Crew,,,,Belfast,Fireman,LOST,,183,Irish,https://www.encyclopedia-titanica.org/titanic-victim/william-mcquillan.html
"MCRAE, Mr William Alexander",1880,1912,32,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-alexander-mcrae.html
"MCREYNOLDS, Mr William Thomas Carson",1889,1912,22,Male,Engineering Crew,,,,Belfast,Junior 6th. Engineer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/william-mcreynolds.html
"MECHAN, Mr William",1874,,38,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-mechan.html
"MELLOR, Mr Arthur",1878,1912,34,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,,https://www.encyclopedia-titanica.org/titanic-victim/arthur-mellor.html
"MEWE, Mr W. J.",1877,,35,Male,Victualling Crew Failed to Join Ship,,,,Southampton,Sauce Cook,,,,,https://www.encyclopedia-titanica.org/titanic-biography/mewe.html
"MIDDLETON, Mr Alfred Pirrie",1884,1912,27,Male,Engineering Crew,,,,Belfast,Assistant Electrician,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/alfred-pirrie-middleton.html
"MIDDLETON, Mr Mark Victor",1887,1912,24,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/mark-victor-middleton.html
"MILFORD, Mr Daniel",1889,1958,22,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/daniel-milford.html
"MILFORD, Mr George",1884,1912,27,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-milford.html
"MILLAR, Mr Robert",1885,1912,26,Male,Engineering Crew,,,,Belfast,Extra 5th Engineer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/robert-millar.html
"MILLAR, Mr Thomas",1879,1912,32,Male,Engineering Crew,,,,Belfast,Deck Engineer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-millar.html
"MILLER, Mr William Middleton",1883,,28,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-miller.html
"MILLS, Mr Christopher",1860,1930,51,Male,Victualling Crew,,,,Southampton,Butcher,SAVED,C,,English,https://www.encyclopedia-titanica.org/titanic-survivor/christopher-mills.html
"MINTRAM, Mr William",1866,1912,46,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-mintram.html
"MISH'ALāNī, Mr Ibrāhīm Mansūr",1858,1912,53,Male,Victualling Crew,,,,Belfast,Printer Steward,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/abraham-mansoor-mishellany.html
"MITCHELL, Mr Lorenzo Horace",1893,1912,19,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/lawrence-mitchell.html
"MONRóS, Sr. Joan Javier",1892,1912,20,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,27,Spanish,https://www.encyclopedia-titanica.org/titanic-victim/jean-javier-mouros.html
"MONTEVERDI, Sig. Giovanni",1889,1912,23,Male,Restaurant Staff,,,,Southampton,Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/giovanni-monteverdi.html
"MOODY, Mr James Paul",1887,1912,24,Male,Deck Crew Titanic Officers,,,,Belfast,6th. Officer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-paul-moody.html
"MOORE, Mr Alfred Ernest",1873,1912,38,Male,Victualling Crew,,,,Southampton,"Saloon Steward, 2nd Class",LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-ernest-moore.html
"MOORE, Mr George Alfred",1880,1943,32,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-alfred-moore.html
"MOORE, Mr J.",1883,1954,29,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/j-moore.html
"MOORE, Mr Ralph",1890,1912,22,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ralph-moore.html
"MOORES, Mr Richard Henry",1868,1912,44,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-henry-moores.html
"MORGAN (BIRD), Mr Charles Frederick",1868,1912,44,Male,Victualling Crew,,,,Southampton,Storekeeper (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-frederick-morgan-bird.html
